SITE,OBS_YEAR,REGION,ISLAND,REEF_ZONE,DEPTH_BIN,SITEVISITID.x,METHOD,REGION_NAME,ANALYSIS_SEC,ANALYSIS_YEAR,ANALYSIS_STRATA,DATE_.x,LATITUDE.x,LONGITUDE.x,DEPTH,ANALYSIS_SCHEME,Watershed,RICHNESS
TUT-01234,2015,SAMOA,Tutuila,Forereef,Deep,8625,nSPC,American Samoa,AUNUU_SANCTUARY_B,2015,ForereefDeep,2015-03-29,-14.28213688,-170.53629907,23.85,AS_SANCTUARY,Aunuu,23
TUT-01290,2015,SAMOA,Tutuila,Forereef,Deep,8637,nSPC,American Samoa,AUNUU_SANCTUARY_B,2015,ForereefDeep,2015-03-29,-14.27849947,-170.53839924,24.1,AS_SANCTUARY,Aunuu,27
TUT-01015,2015,SAMOA,Tutuila,Forereef,Deep,8614,nSPC,American Samoa,AUNUU_SANCTUARY_B,2015,ForereefDeep,2015-03-28,-14.27832395,-170.53590252,25.5,AS_SANCTUARY,Aunuu,24
TUT-01356,2015,SAMOA,Tutuila,Forereef,Deep,8211,nSPC,American Samoa,AUNUU_SANCTUARY_B,2015,ForereefDeep,2015-03-03,-14.27895259,-170.53535501,26.4,AS_SANCTUARY,Aunuu,39
TUT-01111,2015,SAMOA,Tutuila,Forereef,Deep,8607,nSPC,American Samoa,TUT_NE,2015,ForereefDeep,2015-03-28,-14.2903814,-170.5452216,28.5,AS_SANCTUARY,Aunuu,51
TUT-00066,2008,SAMOA,Tutuila,Forereef,Shallow,1286,nSPC,American Samoa,Tutuila,2008,ForereefShallow,2008-02-23,-14.277267,-170.557533,4.5,RAMP_BASIC,Aunuu,53
TUT-00016,2008,SAMOA,Tutuila,Forereef,Mid,1284,nSPC,American Samoa,Tutuila,2008,ForereefMid,2008-02-23,-14.28551,-170.56406,10.25,RAMP_BASIC,Aunuu,57
TUT-00212,2010,SAMOA,Tutuila,Forereef,Shallow,2204,nSPC,American Samoa,TUT_NE,2010,ForereefShallow,2010-02-21,-14.27632,-170.5538,5.5,TUT10_12,Aunuu,33
TUT-00531,2012,SAMOA,Tutuila,Forereef,Mid,4575,nSPC,American Samoa,TUT_NE,2012,ForereefMid,2012-04-07,-14.29285724,-170.55654035,8.8,TUT10_12,Aunuu,26
TUT-00356,2010,SAMOA,Tutuila,Forereef,Mid,2161,nSPC,American Samoa,TUT_NE,2010,ForereefMid,2010-02-19,-14.2757,-170.55298,10.5,TUT10_12,Aunuu,65
TUT-00580,2012,SAMOA,Tutuila,Forereef,Mid,4574,nSPC,American Samoa,TUT_NE,2012,ForereefMid,2012-04-07,-14.28012404,-170.5467031,12.55,TUT10_12,Aunuu,23
TUT-00321,2010,SAMOA,Tutuila,Forereef,Mid,2203,nSPC,American Samoa,TUT_NE,2010,ForereefMid,2010-02-21,-14.28659,-170.54605,15,TUT10_12,Aunuu,48
TUT-00324,2010,SAMOA,Tutuila,Forereef,Deep,2199,nSPC,American Samoa,TUT_NE,2010,ForereefDeep,2010-02-21,-14.28659,-170.53894,21,TUT10_12,Aunuu,34
TUT-00510,2012,SAMOA,Tutuila,Forereef,Deep,4573,nSPC,American Samoa,TUT_NE,2012,ForereefDeep,2012-04-07,-14.28034767,-170.54164982,21.25,TUT10_12,Aunuu,41
TUT-00218,2010,SAMOA,Tutuila,Forereef,Deep,2167,nSPC,American Samoa,TUT_NE,2010,ForereefDeep,2010-02-19,-14.27984,-170.56089,22.5,TUT10_12,Aunuu,39
TUT-00518,2012,SAMOA,Tutuila,Forereef,Deep,4572,nSPC,American Samoa,TUT_NE,2012,ForereefDeep,2012-04-07,-14.27187868,-170.54048088,24.15,TUT10_12,Aunuu,52
TUT-00552,2012,SAMOA,Tutuila,Forereef,Deep,4587,nSPC,American Samoa,TUT_NE,2012,ForereefDeep,2012-04-07,-14.28032043,-170.56118552,24.8,TUT10_12,Aunuu,53
TUT-00560,2012,SAMOA,Tutuila,Forereef,Deep,4598,nSPC,American Samoa,TUT_NE,2012,ForereefDeep,2012-04-08,-14.28436897,-170.56356724,26.85,TUT10_12,Aunuu,50
TUT-00704,2012,SAMOA,Tutuila,Forereef,Shallow,4609,nSPC,American Samoa,VATIA_FAGAALU,2012,ForereefShallow,2012-04-09,-14.29315371,-170.67527353,2.1,RAMP_BASIC,Faga'alu,59
TUT-00718,2012,SAMOA,Tutuila,Forereef,Shallow,4622,nSPC,American Samoa,VATIA_FAGAALU,2012,ForereefShallow,2012-04-09,-14.28981872,-170.67683273,2.15,RAMP_BASIC,Faga'alu,36
TUT-00779,2012,SAMOA,Tutuila,Forereef,Shallow,4620,nSPC,American Samoa,VATIA_FAGAALU,2012,ForereefShallow,2012-04-09,-14.28594846,-170.67401541,2.4,RAMP_BASIC,Faga'alu,45
TUT-00741,2012,SAMOA,Tutuila,Forereef,Shallow,4638,nSPC,American Samoa,VATIA_FAGAALU,2012,ForereefShallow,2012-04-10,-14.28734128,-170.67526867,2.75,RAMP_BASIC,Faga'alu,48
TUT-00730,2012,SAMOA,Tutuila,Forereef,Shallow,4633,nSPC,American Samoa,VATIA_FAGAALU,2012,ForereefShallow,2012-04-10,-14.28945218,-170.67844835,3.45,RAMP_BASIC,Faga'alu,46
TUT-00764,2012,SAMOA,Tutuila,Forereef,Mid,4611,nSPC,American Samoa,VATIA_FAGAALU,2012,ForereefMid,2012-04-09,-14.29085196,-170.67296591,7.6,RAMP_BASIC,Faga'alu,38
TUT-00762,2012,SAMOA,Tutuila,Forereef,Mid,4594,nSPC,American Samoa,VATIA_FAGAALU,2012,ForereefMid,2012-04-08,-14.29095723,-170.67397987,8,RAMP_BASIC,Faga'alu,26
TUT-00782,2012,SAMOA,Tutuila,Forereef,Mid,4619,nSPC,American Samoa,VATIA_FAGAALU,2012,ForereefMid,2012-04-09,-14.28508009,-170.67411121,8.4,RAMP_BASIC,Faga'alu,36
TUT-00735,2012,SAMOA,Tutuila,Forereef,Mid,4614,nSPC,American Samoa,VATIA_FAGAALU,2012,ForereefMid,2012-04-09,-14.28832439,-170.67781048,8.5,RAMP_BASIC,Faga'alu,34
TUT-00729,2012,SAMOA,Tutuila,Forereef,Mid,4621,nSPC,American Samoa,VATIA_FAGAALU,2012,ForereefMid,2012-04-09,-14.28953826,-170.67643099,10.5,RAMP_BASIC,Faga'alu,38
TUT-00736,2012,SAMOA,Tutuila,Forereef,Mid,4613,nSPC,American Samoa,VATIA_FAGAALU,2012,ForereefMid,2012-04-09,-14.28824694,-170.67722199,10.75,RAMP_BASIC,Faga'alu,37
TUT-00753,2012,SAMOA,Tutuila,Forereef,Mid,4595,nSPC,American Samoa,VATIA_FAGAALU,2012,ForereefMid,2012-04-08,-14.2946156,-170.67512098,12.65,RAMP_BASIC,Faga'alu,40
TUT-00708,2012,SAMOA,Tutuila,Forereef,Mid,4607,nSPC,American Samoa,VATIA_FAGAALU,2012,ForereefMid,2012-04-09,-14.29180825,-170.67634667,14.05,RAMP_BASIC,Faga'alu,44
TUT-00769,2012,SAMOA,Tutuila,Forereef,Shallow,4612,nSPC,American Samoa,VATIA_FAGAALU,2012,ForereefShallow,2012-04-09,-14.29046496,-170.67367502,14.6,RAMP_BASIC,Faga'alu,38
TUT-00778,2012,SAMOA,Tutuila,Forereef,Mid,4616,nSPC,American Samoa,VATIA_FAGAALU,2012,ForereefMid,2012-04-09,-14.2862627,-170.67398909,17.1,RAMP_BASIC,Faga'alu,35
TUT-00726,2012,SAMOA,Tutuila,Forereef,Deep,4631,nSPC,American Samoa,VATIA_FAGAALU,2012,ForereefDeep,2012-04-10,-14.28969861,-170.67747931,18,RAMP_BASIC,Faga'alu,31
TUT-00731,2012,SAMOA,Tutuila,Forereef,Deep,4632,nSPC,American Samoa,VATIA_FAGAALU,2012,ForereefDeep,2012-04-10,-14.28918496,-170.67678898,19.45,RAMP_BASIC,Faga'alu,25
TUT-00707,2012,SAMOA,Tutuila,Forereef,Deep,4597,nSPC,American Samoa,VATIA_FAGAALU,2012,ForereefDeep,2012-04-08,-14.29205685,-170.67596261,21.2,RAMP_BASIC,Faga'alu,26
TUT-00777,2012,SAMOA,Tutuila,Forereef,Deep,4593,nSPC,American Samoa,VATIA_FAGAALU,2012,ForereefDeep,2012-04-08,-14.28702511,-170.67426092,23.05,RAMP_BASIC,Faga'alu,37
TUT-00739,2012,SAMOA,Tutuila,Forereef,Deep,4615,nSPC,American Samoa,VATIA_FAGAALU,2012,ForereefDeep,2012-04-09,-14.2877328,-170.67591215,23.9,RAMP_BASIC,Faga'alu,37
TUT-00720,2012,SAMOA,Tutuila,Forereef,Deep,4637,nSPC,American Samoa,VATIA_FAGAALU,2012,ForereefDeep,2012-04-10,-14.28999113,-170.67581442,27.85,RAMP_BASIC,Faga'alu,27
TUT-00637,2012,SAMOA,Tutuila,Forereef,Shallow,4635,nSPC,American Samoa,TUT_SE,2012,ForereefShallow,2012-04-10,-14.29038668,-170.67546162,3.3,TUT10_12,Faga'alu,33
TUT-00551,2012,SAMOA,Tutuila,Forereef,Shallow,4399,nSPC,American Samoa,TUT_SE,2012,ForereefShallow,2012-03-25,-14.29116804,-170.67448287,3.45,TUT10_12,Faga'alu,34
TUT-00624,2012,SAMOA,Tutuila,Forereef,Deep,4610,nSPC,American Samoa,TUT_SE,2012,ForereefDeep,2012-04-09,-14.29230571,-170.67551518,26.35,TUT10_12,Faga'alu,38
TUT-01212,2015,SAMOA,Tutuila,Forereef,Shallow,8173,nSPC,American Samoa,TUT_SE,2015,ForereefShallow,2015-03-02,-14.27405924,-170.61471471,3.9,AS_SANCTUARY,Fagaitua,34
TUT-01269,2015,SAMOA,Tutuila,Forereef,Shallow,8178,nSPC,American Samoa,TUT_SE,2015,ForereefShallow,2015-03-02,-14.27805807,-170.60753804,4.7,AS_SANCTUARY,Fagaitua,62
TUT-01005,2015,SAMOA,Tutuila,Forereef,Shallow,8147,nSPC,American Samoa,TUT_SE,2015,ForereefShallow,2015-02-28,-14.2833194,-170.60648066,5.65,AS_SANCTUARY,Fagaitua,44
TUT-01227,2015,SAMOA,Tutuila,Forereef,Shallow,8148,nSPC,American Samoa,TUT_SE,2015,ForereefShallow,2015-02-28,-14.27269617,-170.61280724,6.2,AS_SANCTUARY,Fagaitua,53
TUT-01337,2015,SAMOA,Tutuila,Forereef,Mid,8146,nSPC,American Samoa,TUT_SE,2015,ForereefMid,2015-02-28,-14.27946037,-170.60871452,12.5,AS_SANCTUARY,Fagaitua,50
TUT-01211,2015,SAMOA,Tutuila,Forereef,Deep,8172,nSPC,American Samoa,TUT_SE,2015,ForereefDeep,2015-03-02,-14.28010259,-170.62116123,24.35,AS_SANCTUARY,Fagaitua,43
TUT-00002,2008,SAMOA,Tutuila,Forereef,Mid,1282,nSPC,American Samoa,Tutuila,2008,ForereefMid,2008-02-23,-14.27779,-170.60717,13,RAMP_BASIC,Fagaitua,56
TUT-00221,2010,SAMOA,Tutuila,Forereef,Shallow,2201,nSPC,American Samoa,TUT_SE,2010,ForereefShallow,2010-02-21,-14.27416,-170.60561,1.5,TUT10_12,Fagaitua,49
TUT-00586,2012,SAMOA,Tutuila,Forereef,Shallow,4451,nSPC,American Samoa,TUT_SE,2012,ForereefShallow,2012-04-01,-14.27412688,-170.6202262,2.3,TUT10_12,Fagaitua,37
TUT-00283,2010,SAMOA,Tutuila,Forereef,Shallow,2172,nSPC,American Samoa,TUT_SE,2010,ForereefShallow,2010-02-19,-14.27122,-170.60867,4,TUT10_12,Fagaitua,34
TUT-00350,2010,SAMOA,Tutuila,Forereef,Mid,2168,nSPC,American Samoa,TUT_SE,2010,ForereefMid,2010-02-19,-14.27232,-170.61124,9.5,TUT10_12,Fagaitua,47
TUT-00201,2010,SAMOA,Tutuila,Forereef,Mid,2251,nSPC,American Samoa,TUT_SE,2010,ForereefMid,2010-02-26,-14.27771,-170.62154,11,TUT10_12,Fagaitua,56
TUT-00349,2010,SAMOA,Tutuila,Forereef,Mid,2171,nSPC,American Samoa,TUT_SE,2010,ForereefMid,2010-02-19,-14.2736,-170.61609,13,TUT10_12,Fagaitua,53
TUT-00507,2012,SAMOA,Tutuila,Forereef,Mid,4640,nSPC,American Samoa,TUT_SE,2012,ForereefMid,2012-04-12,-14.27400617,-170.6154912,14.4,TUT10_12,Fagaitua,50
TUT-00578,2012,SAMOA,Tutuila,Forereef,Mid,4592,nSPC,American Samoa,TUT_SE,2012,ForereefMid,2012-04-08,-14.28140463,-170.608209,22,TUT10_12,Fagaitua,39
TUT-00566,2012,SAMOA,Tutuila,Forereef,Deep,4642,nSPC,American Samoa,TUT_SE,2012,ForereefDeep,2012-04-12,-14.27616795,-170.61189176,22.1,TUT10_12,Fagaitua,37
TUT-00310,2010,SAMOA,Tutuila,Forereef,Deep,2169,nSPC,American Samoa,TUT_SE,2010,ForereefDeep,2010-02-19,-14.27276,-170.61172,22.5,TUT10_12,Fagaitua,51
TUT-00529,2012,SAMOA,Tutuila,Forereef,Deep,4641,nSPC,American Samoa,TUT_SE,2012,ForereefDeep,2012-04-12,-14.27533135,-170.61560947,24.5,TUT10_12,Fagaitua,45
TUT-02300,2016,SAMOA,Tutuila,Forereef,Shallow,9294,nSPC,American Samoa,TUT_NW,2016,ForereefShallow,2016-04-15,-14.306917,-170.827999,3.25,AS_SANCTUARY,Fagalii,46
TUT-02303,2016,SAMOA,Tutuila,Forereef,Shallow,9298,nSPC,American Samoa,TUT_NW,2016,ForereefShallow,2016-04-15,-14.309449,-170.832031,4.55,AS_SANCTUARY,Fagalii,48
TUT-02287,2016,SAMOA,Tutuila,Forereef,Mid,9293,nSPC,American Samoa,TUT_NW,2016,ForereefMid,2016-04-15,-14.301102,-170.823693,9.7,AS_SANCTUARY,Fagalii,49
TUT-01025,2015,SAMOA,Tutuila,Forereef,Mid,8160,nSPC,American Samoa,TUT_NW,2015,ForereefMid,2015-03-01,-14.30076188,-170.82331312,10.7,AS_SANCTUARY,Fagalii,51
TUT-02286,2016,SAMOA,Tutuila,Forereef,Mid,9302,nSPC,American Samoa,TUT_NW,2016,ForereefMid,2016-04-15,-14.309098,-170.834064,13.35,AS_SANCTUARY,Fagalii,52
TUT-01149,2015,SAMOA,Tutuila,Forereef,Deep,8165,nSPC,American Samoa,TUT_NW,2015,ForereefDeep,2015-03-01,-14.30564518,-170.82850344,23.1,AS_SANCTUARY,Fagalii,29
TUT-00058,2008,SAMOA,Tutuila,Forereef,Deep,1272,nSPC,American Samoa,Tutuila,2008,ForereefDeep,2008-02-21,-14.306417,-170.8299,21,RAMP_BASIC,Fagalii,34
TUT-00320,2010,SAMOA,Tutuila,Forereef,Shallow,2260,nSPC,American Samoa,TUT_NW,2010,ForereefShallow,2010-02-27,-14.30159,-170.82288,5.5,TUT10_12,Fagalii,28
TUT-00245,2010,SAMOA,Tutuila,Forereef,Mid,2259,nSPC,American Samoa,TUT_NW,2010,ForereefMid,2010-02-27,-14.30689,-170.83037,10,TUT10_12,Fagalii,42
TUT-01098,2015,SAMOA,Tutuila,Forereef,Shallow,8167,nSPC,American Samoa,TUT_NW,2015,ForereefShallow,2015-03-01,-14.29242902,-170.80238862,4.65,AS_SANCTUARY,Fagamalo,40
TUT-02288,2016,SAMOA,Tutuila,Forereef,Mid,9435,nSPC,American Samoa,TUT_NW,2016,ForereefMid,2016-04-27,-14.291881,-170.802787,6.65,AS_SANCTUARY,Fagamalo,56
TUT-02295,2016,SAMOA,Tutuila,Forereef,Mid,9296,nSPC,American Samoa,TUT_NW,2016,ForereefMid,2016-04-15,-14.295683,-170.811918,10.9,AS_SANCTUARY,Fagamalo,48
TUT-02266,2016,SAMOA,Tutuila,Forereef,Deep,9300,nSPC,American Samoa,TUT_NW,2016,ForereefDeep,2016-04-15,-14.299021,-170.814758,21.3,AS_SANCTUARY,Fagamalo,49
TUT-02259,2016,SAMOA,Tutuila,Forereef,Deep,9297,nSPC,American Samoa,TUT_NW,2016,ForereefDeep,2016-04-15,-14.297871,-170.81331,21.8,AS_SANCTUARY,Fagamalo,57
TUT-02271,2016,SAMOA,Tutuila,Forereef,Deep,9421,nSPC,American Samoa,TUT_NW,2016,ForereefDeep,2016-04-27,-14.282585,-170.813051,23,AS_SANCTUARY,Fagamalo,36
TUT-02270,2016,SAMOA,Tutuila,Forereef,Deep,9426,nSPC,American Samoa,TUT_NW,2016,ForereefDeep,2016-04-27,-14.280658,-170.81089,23.5,AS_SANCTUARY,Fagamalo,40
TUT-02258,2016,SAMOA,Tutuila,Forereef,Deep,9432,nSPC,American Samoa,TUT_NW,2016,ForereefDeep,2016-04-27,-14.278898,-170.808908,24.25,AS_SANCTUARY,Fagamalo,44
TUT-01198,2015,SAMOA,Tutuila,Forereef,Deep,8159,nSPC,American Samoa,TUT_NW,2015,ForereefDeep,2015-03-01,-14.28139633,-170.80951131,25,AS_SANCTUARY,Fagamalo,47
TUT-00539,2012,SAMOA,Tutuila,Forereef,Shallow,4471,nSPC,American Samoa,TUT_NW,2012,ForereefShallow,2012-04-02,-14.29694217,-170.8109654,4.45,TUT10_12,Fagamalo,35
TUT-00259,2010,SAMOA,Tutuila,Forereef,Shallow,2211,nSPC,American Samoa,TUT_NW,2010,ForereefShallow,2010-02-22,-14.29427,-170.80899,5,TUT10_12,Fagamalo,41
TUT-00526,2012,SAMOA,Tutuila,Forereef,Mid,4464,nSPC,American Samoa,TUT_NW,2012,ForereefMid,2012-04-02,-14.29077677,-170.80027227,8.7,TUT10_12,Fagamalo,39
TUT-00209,2010,SAMOA,Tutuila,Forereef,Mid,2210,nSPC,American Samoa,TUT_NW,2010,ForereefMid,2010-02-22,-14.29101,-170.80157,10.5,TUT10_12,Fagamalo,74
TUT-00520,2012,SAMOA,Tutuila,Forereef,Deep,4470,nSPC,American Samoa,TUT_NW,2012,ForereefDeep,2012-04-02,-14.27826888,-170.8091933,23.3,TUT10_12,Fagamalo,45
TUT-00355,2010,SAMOA,Tutuila,Forereef,Deep,2214,nSPC,American Samoa,TUT_NW,2010,ForereefDeep,2010-02-22,-14.28012,-170.81322,24,TUT10_12,Fagamalo,45
TUT-00229,2010,SAMOA,Tutuila,Forereef,Deep,2208,nSPC,American Samoa,TUT_NW,2010,ForereefDeep,2010-02-22,-14.28391,-170.81412,26,TUT10_12,Fagamalo,51
TUT-00304,2010,SAMOA,Tutuila,Forereef,Deep,2227,nSPC,American Samoa,TUT_NW,2010,ForereefDeep,2010-02-22,-14.27839,-170.80986,28,TUT10_12,Fagamalo,32
TUT-02262,2016,SAMOA,Tutuila,Forereef,Deep,9483,nSPC,American Samoa,TUT_NW,2016,ForereefDeep,2016-04-30,-14.28075,-170.724366,22.35,AS_SANCTUARY,Fagasa,47
TUT-02265,2016,SAMOA,Tutuila,Forereef,Deep,9475,nSPC,American Samoa,TUT_NW,2016,ForereefDeep,2016-04-30,-14.281974,-170.729305,24.45,AS_SANCTUARY,Fagasa,44
TUT-00019,2008,SAMOA,Tutuila,Forereef,Mid,1265,nSPC,American Samoa,Tutuila,2008,ForereefMid,2008-02-20,-14.28323,-170.72801,15,RAMP_BASIC,Fagasa,52
TUT-00556,2012,SAMOA,Tutuila,Forereef,Mid,4461,nSPC,American Samoa,TUT_NW,2012,ForereefMid,2012-04-02,-14.27760512,-170.72395228,13.2,TUT10_12,Fagasa,45
TUT-00264,2010,SAMOA,Tutuila,Forereef,Deep,2223,nSPC,American Samoa,TUT_NW,2010,ForereefDeep,2010-02-23,-14.27843,-170.72424,26,TUT10_12,Fagasa,33
TUT-01261,2015,SAMOA,Tutuila,Forereef,Shallow,8081,nSPC,American Samoa,FAGATELE_SANCTUARY,2015,ForereefShallow,2015-02-17,-14.36471061,-170.76083475,2.6,AS_SANCTUARY,Fagatele - Larsen,42
TUT-01189,2015,SAMOA,Tutuila,Forereef,Shallow,8072,nSPC,American Samoa,FAGATELE_SANCTUARY,2015,ForereefShallow,2015-02-17,-14.36227474,-170.76419128,3.45,AS_SANCTUARY,Fagatele - Larsen,49
TUT-01050,2015,SAMOA,Tutuila,Forereef,Shallow,8239,nSPC,American Samoa,FAGATELE_SANCTUARY,2015,ForereefShallow,2015-03-05,-14.36267448,-170.76329048,3.8,AS_SANCTUARY,Fagatele - Larsen,46
TUT-02415,2016,SAMOA,Tutuila,Forereef,Shallow,9388,nSPC,American Samoa,FAGATELE_SANCTUARY,2016,ForereefShallow,2016-04-20,-14.366522,-170.76237,4,AS_SANCTUARY,Fagatele - Larsen,51
TUT-01032,2015,SAMOA,Tutuila,Forereef,Shallow,8074,nSPC,American Samoa,FAGATELE_SANCTUARY,2015,ForereefShallow,2015-02-17,-14.36688571,-170.7626392,4.2,AS_SANCTUARY,Fagatele - Larsen,53
TUT-01157,2015,SAMOA,Tutuila,Forereef,Shallow,8069,nSPC,American Samoa,FAGATELE_SANCTUARY,2015,ForereefShallow,2015-02-17,-14.36478244,-170.7616231,4.5,AS_SANCTUARY,Fagatele - Larsen,51
TUT-01205,2015,SAMOA,Tutuila,Forereef,Shallow,8282,nSPC,American Samoa,FAGATELE_SANCTUARY,2015,ForereefShallow,2015-03-06,-14.37203245,-170.76109082,4.9,AS_SANCTUARY,Fagatele - Larsen,24
TUT-02386,2016,SAMOA,Tutuila,Forereef,Mid,9391,nSPC,American Samoa,FAGATELE_SANCTUARY,2016,ForereefMid,2016-04-20,-14.36443,-170.768524,6.7,AS_SANCTUARY,Fagatele - Larsen,33
TUT-01300,2015,SAMOA,Tutuila,Forereef,Mid,8076,nSPC,American Samoa,FAGATELE_SANCTUARY,2015,ForereefMid,2015-02-17,-14.37214326,-170.761569,7.45,AS_SANCTUARY,Fagatele - Larsen,48
TUT-02384,2016,SAMOA,Tutuila,Forereef,Mid,9394,nSPC,American Samoa,FAGATELE_SANCTUARY,2016,ForereefMid,2016-04-20,-14.365433,-170.762445,8.35,AS_SANCTUARY,Fagatele - Larsen,41
TUT-01265,2015,SAMOA,Tutuila,Forereef,Mid,8594,nSPC,American Samoa,TUT_SW,2015,ForereefMid,2015-03-27,-14.3604946,-170.74834538,8.95,AS_SANCTUARY,Fagatele - Larsen,57
TUT-01355,2015,SAMOA,Tutuila,Forereef,Mid,8238,nSPC,American Samoa,FAGATELE_SANCTUARY,2015,ForereefMid,2015-03-05,-14.36567302,-170.76849287,9.4,AS_SANCTUARY,Fagatele - Larsen,42
TUT-01418,2015,SAMOA,Tutuila,Forereef,Mid,8291,nSPC,American Samoa,FAGATELE_SANCTUARY,2015,ForereefMid,2015-03-07,-14.36330547,-170.76336072,9.4,AS_SANCTUARY,Fagatele - Larsen,50
TUT-02378,2016,SAMOA,Tutuila,Forereef,Mid,9395,nSPC,American Samoa,TUT_SW,2016,ForereefMid,2016-04-20,-14.361185,-170.751231,9.9,AS_SANCTUARY,Fagatele - Larsen,57
TUT-01172,2015,SAMOA,Tutuila,Forereef,Mid,8067,nSPC,American Samoa,FAGATELE_SANCTUARY,2015,ForereefMid,2015-02-17,-14.36282594,-170.76435079,10.3,AS_SANCTUARY,Fagatele - Larsen,58
TUT-02404,2016,SAMOA,Tutuila,Forereef,Mid,9393,nSPC,American Samoa,TUT_SW,2016,ForereefMid,2016-04-20,-14.360851,-170.748286,10.65,AS_SANCTUARY,Fagatele - Larsen,52
TUT-01204,2015,SAMOA,Tutuila,Forereef,Mid,8298,nSPC,American Samoa,FAGATELE_SANCTUARY,2015,ForereefMid,2015-03-07,-14.36893685,-170.76217418,11.1,AS_SANCTUARY,Fagatele - Larsen,53
TUT-01188,2015,SAMOA,Tutuila,Forereef,Mid,8279,nSPC,American Samoa,FAGATELE_SANCTUARY,2015,ForereefMid,2015-03-06,-14.36477976,-170.76250317,11.15,AS_SANCTUARY,Fagatele - Larsen,52
TUT-01246,2015,SAMOA,Tutuila,Forereef,Mid,8292,nSPC,American Samoa,FAGATELE_SANCTUARY,2015,ForereefMid,2015-03-07,-14.36241698,-170.76575023,11.35,AS_SANCTUARY,Fagatele - Larsen,51
TUT-01139,2015,SAMOA,Tutuila,Forereef,Mid,8277,nSPC,American Samoa,FAGATELE_SANCTUARY,2015,ForereefMid,2015-03-06,-14.36448639,-170.76243393,11.4,AS_SANCTUARY,Fagatele - Larsen,46
TUT-01103,2015,SAMOA,Tutuila,Forereef,Mid,8280,nSPC,American Samoa,FAGATELE_SANCTUARY,2015,ForereefMid,2015-03-06,-14.36657223,-170.76303617,11.85,AS_SANCTUARY,Fagatele - Larsen,48
